transaction_id,Store,Country,SKU,Date,Channel,Promotion,Units Sold,Unit Price,Discount,Revenue,Margin %,Margin
TXN_021382,Walmart,Canada,Ferrero Rocher 24pc,19-02-2026,Offline,None,173,605,0.0,104665.0,32,33492.8
TXN_021383,Walmart,India,Ferrero Rocher 32pc,16-02-2026,Wholesale,None,47,734,0.0,34498.0,26,8969.48
TXN_021384,Amazon Fresh,Singapore,Ferrero Rocher 24pc,20-02-2026,Offline,None,16,633,0.0,10128.0,31,3139.68
TXN_021385,Amazon Fresh,Singapore,Ferrero Collection 15pc,19-02-2026,Wholesale,None,90,637,0.0,57330.0,25,14332.5
TXN_021386,Tesco,UAE,Ferrero Rocher 16pc,21-02-2026,Online,None,142,450,0.0,63900.0,37,23643.0
TXN_021387,Tesco,UK,Ferrero Rocher 24pc,20-02-2026,Retail,None,227,621,0.0,140967.0,34,47928.78
TXN_021388,Carrefour,Singapore,Ferrero Rocher 16pc,16-02-2026,Retail,Diwali Promo,48,468,0.15,19094.4,35,6683.04
TXN_021389,Tesco,UK,Ferrero Rocher T3,16-02-2026,Wholesale,None,120,124,0.0,14880.0,30,4464.0
TXN_021390,Walmart,USA,Ferrero Rocher 32pc,19-02-2026,Online,None,73,735,0.0,53655.0,35,18779.25
TXN_021391,Walmart,UK,Ferrero Rocher 16pc,19-02-2026,Wholesale,None,114,477,0.0,54378.0,30,16313.4
TXN_021392,Amazon Fresh,Singapore,Ferrero Collection 15pc,21-02-2026,Retail,None,12,623,0.0,7476.0,35,2616.6
TXN_021393,Carrefour,Canada,Ferrero Collection 15pc,21-02-2026,Online,None,186,614,0.0,114204.0,36,41113.44
TXN_021394,Carrefour,UAE,Ferrero Collection 15pc,17-02-2026,Offline,NewYear Sale,121,645,0.2,62436.0,30,18730.8
TXN_021395,Tesco,India,Ferrero Collection 15pc,16-02-2026,Offline,Christmas Promo,129,633,0.25,61242.75,30,18372.83
TXN_021396,Costco,USA,Ferrero Rocher 24pc,19-02-2026,Online,Buy1Get1,40,635,0.5,12700.0,35,4445.0
TXN_021397,Costco,USA,Ferrero Rocher 32pc,18-02-2026,Wholesale,None,192,704,0.0,135168.0,26,35143.68
TXN_021398,Amazon Fresh,India,Ferrero Rocher 16pc,17-02-2026,Retail,None,141,470,0.0,66270.0,30,19881.0
TXN_021399,Tesco,UAE,Ferrero Rocher 16pc,22-02-2026,Retail,None,127,471,0.0,59817.0,31,18543.27
TXN_021400,Amazon Fresh,Australia,Ferrero Rocher 24pc,20-02-2026,Offline,None,101,601,0.0,60701.0,32,19424.32
TXN_021401,Carrefour,Australia,Ferrero Rocher 32pc,19-02-2026,Online,None,17,715,0.0,12155.0,35,4254.25
TXN_021402,Costco,UK,Ferrero Rocher 16pc,19-02-2026,Retail,Valentine Promo,55,450,0.15,21037.5,35,7363.12
TXN_021403,Tesco,UAE,Ferrero Rocher T3,21-02-2026,Offline,Buy1Get1,63,134,0.5,4221.0,31,1308.51
TXN_021404,Tesco,USA,Ferrero Rocher T3,16-02-2026,Wholesale,None,144,124,0.0,17856.0,29,5178.24
TXN_021405,Tesco,UAE,Ferrero Collection 15pc,19-02-2026,Offline,None,92,618,0.0,56856.0,28,15919.68
TXN_021406,Costco,Canada,Ferrero Rocher T3,17-02-2026,Offline,NewYear Sale,166,141,0.2,18724.8,30,5617.44
TXN_021407,Amazon Fresh,Canada,Ferrero Rocher 32pc,20-02-2026,Offline,Christmas Promo,34,720,0.25,18360.0,31,5691.6
TXN_021408,Walmart,UAE,Ferrero Rocher 24pc,16-02-2026,Online,None,88,604,0.0,53152.0,36,19134.72
TXN_021409,Amazon Fresh,Singapore,Ferrero Rocher 32pc,20-02-2026,Online,None,37,747,0.0,27639.0,37,10226.43
TXN_021410,Costco,Australia,Ferrero Collection 15pc,22-02-2026,Retail,None,127,632,0.0,80264.0,30,24079.2
TXN_021411,Costco,Canada,Ferrero Rocher 24pc,21-02-2026,Online,Christmas Promo,165,600,0.25,74250.0,37,27472.5
TXN_021412,Costco,UAE,Ferrero Rocher 24pc,16-02-2026,Wholesale,None,83,610,0.0,50630.0,29,14682.7
TXN_021413,Costco,India,Ferrero Collection 15pc,18-02-2026,Online,None,171,642,0.0,109782.0,36,39521.52
TXN_021414,Tesco,UK,Ferrero Rocher 16pc,17-02-2026,Offline,Buy1Get1,145,492,0.5,35670.0,31,11057.7
TXN_021415,Tesco,USA,Ferrero Collection 15pc,18-02-2026,Retail,None,31,602,0.0,18662.0,30,5598.6
TXN_021416,Costco,Australia,Ferrero Rocher 16pc,20-02-2026,Online,Diwali Promo,48,484,0.15,19747.2,39,7701.41
TXN_021417,Tesco,Canada,Ferrero Rocher 24pc,20-02-2026,Wholesale,Valentine Promo,50,602,0.15,25585.0,30,7675.5
TXN_021418,Tesco,Canada,Ferrero Rocher 16pc,20-02-2026,Online,Valentine Promo,95,481,0.15,38840.75,37,14371.08
TXN_021419,Carrefour,Australia,Ferrero Rocher 32pc,20-02-2026,Offline,None,119,750,0.0,89250.0,33,29452.5
TXN_021420,Amazon Fresh,USA,Ferrero Rocher 16pc,19-02-2026,Online,None,241,491,0.0,118331.0,39,46149.09
TXN_021421,Tesco,India,Ferrero Rocher 32pc,21-02-2026,Online,None,21,721,0.0,15141.0,39,5904.99
TXN_021422,Carrefour,Canada,Ferrero Collection 15pc,17-02-2026,Offline,None,213,640,0.0,136320.0,33,44985.6
TXN_021423,Amazon Fresh,Canada,Ferrero Rocher 16pc,16-02-2026,Retail,None,185,455,0.0,84175.0,34,28619.5
TXN_021424,Walmart,Singapore,Ferrero Rocher 24pc,18-02-2026,Retail,None,106,618,0.0,65508.0,34,22272.72
TXN_021425,Walmart,USA,Ferrero Collection 15pc,19-02-2026,Online,None,250,618,0.0,154500.0,38,58710.0
TXN_021426,Costco,USA,Ferrero Rocher T3,16-02-2026,Offline,None,112,142,0.0,15904.0,29,4612.16
TXN_021427,Carrefour,Australia,Ferrero Rocher T3,22-02-2026,Online,None,16,142,0.0,2272.0,38,863.36
TXN_021428,Carrefour,Canada,Ferrero Rocher 32pc,20-02-2026,Offline,None,14,721,0.0,10094.0,30,3028.2
TXN_021429,Amazon Fresh,Singapore,Ferrero Rocher 24pc,20-02-2026,Wholesale,None,51,647,0.0,32997.0,26,8579.22
TXN_021430,Tesco,Singapore,Ferrero Rocher 16pc,22-02-2026,Wholesale,None,61,476,0.0,29036.0,30,8710.8
TXN_021431,Carrefour,India,Ferrero Rocher 32pc,16-02-2026,Online,None,88,740,0.0,65120.0,38,24745.6
TXN_021432,Walmart,Canada,Ferrero Collection 15pc,18-02-2026,Offline,None,102,618,0.0,63036.0,32,20171.52
TXN_021433,Carrefour,Singapore,Ferrero Rocher 16pc,19-02-2026,Online,None,90,451,0.0,40590.0,35,14206.5
TXN_021434,Walmart,UAE,Ferrero Rocher T3,22-02-2026,Online,None,181,142,0.0,25702.0,35,8995.7
TXN_021435,Carrefour,India,Ferrero Collection 15pc,19-02-2026,Offline,Christmas Promo,72,632,0.25,34128.0,33,11262.24
TXN_021436,Costco,Canada,Ferrero Collection 15pc,18-02-2026,Online,None,178,625,0.0,111250.0,40,44500.0
TXN_021437,Costco,Singapore,Ferrero Rocher 24pc,17-02-2026,Online,Diwali Promo,159,647,0.15,87442.05,38,33227.98
TXN_021438,Costco,India,Ferrero Rocher 32pc,22-02-2026,Online,None,234,724,0.0,169416.0,38,64378.08
TXN_021439,Tesco,UAE,Ferrero Collection 15pc,19-02-2026,Wholesale,None,85,618,0.0,52530.0,29,15233.7
TXN_021440,Amazon Fresh,Singapore,Ferrero Rocher 32pc,22-02-2026,Online,None,99,737,0.0,72963.0,37,26996.31
TXN_021441,Walmart,UK,Ferrero Rocher T3,21-02-2026,Offline,None,44,131,0.0,5764.0,31,1786.84
TXN_021442,Costco,USA,Ferrero Rocher T3,16-02-2026,Retail,None,250,122,0.0,30500.0,32,9760.0
TXN_021443,Costco,USA,Ferrero Rocher 16pc,16-02-2026,Retail,None,234,478,0.0,111852.0,33,36911.16
TXN_021444,Amazon Fresh,India,Ferrero Rocher 32pc,20-02-2026,Wholesale,NewYear Sale,141,705,0.2,79524.0,28,22266.72
TXN_021445,Costco,Australia,Ferrero Rocher 16pc,19-02-2026,Online,None,125,477,0.0,59625.0,37,22061.25
TXN_021446,Costco,Canada,Ferrero Collection 15pc,20-02-2026,Wholesale,None,226,635,0.0,143510.0,25,35877.5
TXN_021447,Amazon Fresh,Singapore,Ferrero Rocher 16pc,16-02-2026,Retail,None,118,476,0.0,56168.0,32,17973.76
TXN_021448,Tesco,India,Ferrero Rocher 24pc,16-02-2026,Wholesale,None,117,602,0.0,70434.0,28,19721.52
TXN_021449,Tesco,Australia,Ferrero Collection 15pc,18-02-2026,Offline,None,107,649,0.0,69443.0,31,21527.33
TXN_021450,Amazon Fresh,UAE,Ferrero Rocher T3,17-02-2026,Retail,None,70,131,0.0,9170.0,33,3026.1
TXN_021451,Tesco,India,Ferrero Rocher 24pc,22-02-2026,Wholesale,None,50,611,0.0,30550.0,27,8248.5
TXN_021452,Walmart,Singapore,Ferrero Rocher T3,18-02-2026,Online,None,100,131,0.0,13100.0,38,4978.0
TXN_021453,Walmart,USA,Ferrero Rocher T3,22-02-2026,Wholesale,Christmas Promo,58,132,0.25,5742.0,25,1435.5
TXN_021454,Tesco,Australia,Ferrero Collection 15pc,21-02-2026,Online,None,10,609,0.0,6090.0,35,2131.5
TXN_021455,Walmart,Canada,Ferrero Collection 15pc,22-02-2026,Retail,NewYear Sale,37,636,0.2,18825.6,35,6588.96
TXN_021456,Amazon Fresh,USA,Ferrero Collection 15pc,20-02-2026,Wholesale,NewYear Sale,121,637,0.2,61661.6,29,17881.86
TXN_021457,Costco,Singapore,Ferrero Rocher 16pc,22-02-2026,Retail,None,53,471,0.0,24963.0,30,7488.9
TXN_021458,Tesco,India,Ferrero Collection 15pc,21-02-2026,Wholesale,None,77,641,0.0,49357.0,26,12832.82
TXN_021459,Costco,Canada,Ferrero Rocher 24pc,17-02-2026,Retail,None,28,622,0.0,17416.0,32,5573.12
TXN_021460,Carrefour,India,Ferrero Rocher 16pc,18-02-2026,Offline,None,117,499,0.0,58383.0,30,17514.9
TXN_021461,Walmart,Canada,Ferrero Rocher T3,19-02-2026,Offline,None,68,136,0.0,9248.0,30,2774.4
TXN_021462,Tesco,Canada,Ferrero Collection 15pc,22-02-2026,Wholesale,NewYear Sale,166,603,0.2,80078.4,29,23222.74
TXN_021463,Costco,UAE,Ferrero Rocher T3,19-02-2026,Wholesale,None,118,131,0.0,15458.0,29,4482.82
TXN_021464,Tesco,Singapore,Ferrero Rocher T3,17-02-2026,Online,None,144,140,0.0,20160.0,38,7660.8
TXN_021465,Walmart,Singapore,Ferrero Collection 15pc,19-02-2026,Offline,NewYear Sale,111,648,0.2,57542.4,28,16111.87
TXN_021466,Carrefour,Singapore,Ferrero Collection 15pc,18-02-2026,Offline,None,93,612,0.0,56916.0,31,17643.96
TXN_021467,Walmart,Singapore,Ferrero Rocher T3,17-02-2026,Wholesale,None,89,145,0.0,12905.0,27,3484.35
TXN_021468,Amazon Fresh,India,Ferrero Rocher T3,18-02-2026,Online,None,147,143,0.0,21021.0,37,7777.77
TXN_021469,Carrefour,India,Ferrero Rocher T3,19-02-2026,Wholesale,None,166,150,0.0,24900.0,28,6972.0
TXN_021470,Amazon Fresh,UK,Ferrero Rocher T3,17-02-2026,Retail,Buy1Get1,165,128,0.5,10560.0,31,3273.6
TXN_021471,Walmart,Canada,Ferrero Collection 15pc,19-02-2026,Wholesale,None,215,650,0.0,139750.0,29,40527.5
TXN_021472,Carrefour,UAE,Ferrero Collection 15pc,22-02-2026,Offline,None,209,609,0.0,127281.0,29,36911.49
TXN_021473,Carrefour,UK,Ferrero Rocher 16pc,20-02-2026,Offline,None,76,463,0.0,35188.0,29,10204.52
TXN_021474,Costco,UAE,Ferrero Rocher 24pc,20-02-2026,Retail,None,142,600,0.0,85200.0,35,29820.0
TXN_021475,Costco,UAE,Ferrero Rocher 32pc,19-02-2026,Wholesale,None,130,707,0.0,91910.0,28,25734.8
TXN_021476,Costco,Australia,Ferrero Collection 15pc,20-02-2026,Offline,None,76,624,0.0,47424.0,28,13278.72
TXN_021477,Costco,Singapore,Ferrero Rocher 32pc,18-02-2026,Wholesale,Buy1Get1,49,729,0.5,17860.5,30,5358.15
TXN_021478,Tesco,India,Ferrero Collection 15pc,16-02-2026,Retail,None,237,606,0.0,143622.0,32,45959.04
TXN_021479,Costco,UAE,Ferrero Rocher 32pc,22-02-2026,Retail,None,184,731,0.0,134504.0,30,40351.2
TXN_021480,Walmart,Singapore,Ferrero Rocher T3,16-02-2026,Retail,None,49,146,0.0,7154.0,32,2289.28
TXN_021481,Tesco,UK,Ferrero Rocher 24pc,16-02-2026,Wholesale,None,48,633,0.0,30384.0,26,7899.84
TXN_021482,Walmart,Australia,Ferrero Rocher 16pc,17-02-2026,Wholesale,Buy1Get1,82,479,0.5,19639.0,30,5891.7
TXN_021483,Costco,USA,Ferrero Rocher 24pc,17-02-2026,Retail,None,203,628,0.0,127484.0,35,44619.4
TXN_021484,Costco,Australia,Ferrero Rocher T3,17-02-2026,Offline,None,25,136,0.0,3400.0,33,1122.0
TXN_021485,Tesco,Australia,Ferrero Rocher 16pc,20-02-2026,Retail,None,115,468,0.0,53820.0,32,17222.4
TXN_021486,Walmart,UAE,Ferrero Collection 15pc,19-02-2026,Retail,None,184,629,0.0,115736.0,33,38192.88
TXN_021487,Tesco,USA,Ferrero Collection 15pc,16-02-2026,Online,None,61,604,0.0,36844.0,40,14737.6
TXN_021488,Tesco,UK,Ferrero Rocher 24pc,21-02-2026,Wholesale,None,90,614,0.0,55260.0,28,15472.8
TXN_021489,Carrefour,Canada,Ferrero Rocher T3,22-02-2026,Retail,None,111,138,0.0,15318.0,35,5361.3
TXN_021490,Tesco,UK,Ferrero Rocher 24pc,17-02-2026,Online,None,18,643,0.0,11574.0,37,4282.38
TXN_021491,Tesco,UAE,Ferrero Rocher 32pc,19-02-2026,Online,None,131,721,0.0,94451.0,40,37780.4
TXN_021492,Amazon Fresh,Canada,Ferrero Rocher 32pc,20-02-2026,Wholesale,Buy1Get1,201,733,0.5,73666.5,30,22099.95
TXN_021493,Carrefour,Canada,Ferrero Collection 15pc,17-02-2026,Wholesale,Valentine Promo,199,623,0.15,105380.45,25,26345.11
TXN_021494,Costco,Australia,Ferrero Collection 15pc,22-02-2026,Offline,None,123,628,0.0,77244.0,31,23945.64
TXN_021495,Amazon Fresh,UAE,Ferrero Rocher 24pc,22-02-2026,Offline,None,131,649,0.0,85019.0,29,24655.51
TXN_021496,Amazon Fresh,Australia,Ferrero Rocher 24pc,17-02-2026,Wholesale,None,12,613,0.0,7356.0,27,1986.12
TXN_021497,Tesco,UK,Ferrero Rocher T3,16-02-2026,Online,None,226,129,0.0,29154.0,39,11370.06
TXN_021498,Costco,UK,Ferrero Collection 15pc,19-02-2026,Wholesale,None,81,650,0.0,52650.0,28,14742.0
TXN_021499,Tesco,Canada,Ferrero Rocher 32pc,20-02-2026,Retail,None,153,729,0.0,111537.0,34,37922.58
TXN_021500,Costco,UK,Ferrero Rocher 16pc,19-02-2026,Retail,Buy1Get1,201,492,0.5,49446.0,34,16811.64
TXN_021501,Carrefour,USA,Ferrero Rocher 16pc,21-02-2026,Wholesale,Christmas Promo,21,462,0.25,7276.5,28,2037.42
TXN_021502,Carrefour,Singapore,Ferrero Rocher T3,20-02-2026,Wholesale,NewYear Sale,82,137,0.2,8987.2,29,2606.29
TXN_021503,Amazon Fresh,USA,Ferrero Rocher T3,22-02-2026,Retail,None,138,125,0.0,17250.0,32,5520.0
TXN_021504,Tesco,Singapore,Ferrero Rocher 32pc,16-02-2026,Offline,None,92,749,0.0,68908.0,32,22050.56
TXN_021505,Amazon Fresh,India,Ferrero Collection 15pc,18-02-2026,Offline,None,106,611,0.0,64766.0,28,18134.48
TXN_021506,Costco,UK,Ferrero Rocher T3,20-02-2026,Retail,None,250,137,0.0,34250.0,35,11987.5
TXN_021507,Walmart,India,Ferrero Rocher T3,16-02-2026,Wholesale,Buy1Get1,25,138,0.5,1725.0,25,431.25
TXN_021508,Walmart,India,Ferrero Rocher 24pc,20-02-2026,Online,Diwali Promo,35,601,0.15,17879.75,40,7151.9
TXN_021509,Costco,Australia,Ferrero Rocher 32pc,16-02-2026,Online,None,46,722,0.0,33212.0,40,13284.8
TXN_021510,Amazon Fresh,UAE,Ferrero Collection 15pc,18-02-2026,Offline,None,86,600,0.0,51600.0,29,14964.0
TXN_021511,Carrefour,USA,Ferrero Rocher 24pc,19-02-2026,Offline,None,185,623,0.0,115255.0,33,38034.15
TXN_021512,Costco,UAE,Ferrero Rocher 16pc,16-02-2026,Online,None,132,490,0.0,64680.0,40,25872.0
TXN_021513,Carrefour,India,Ferrero Rocher 32pc,16-02-2026,Offline,None,208,703,0.0,146224.0,30,43867.2
TXN_021514,Tesco,USA,Ferrero Collection 15pc,20-02-2026,Retail,Buy1Get1,205,621,0.5,63652.5,35,22278.38
TXN_021515,Carrefour,Canada,Ferrero Rocher 24pc,20-02-2026,Wholesale,None,162,642,0.0,104004.0,30,31201.2
TXN_021516,Carrefour,Singapore,Ferrero Rocher 32pc,22-02-2026,Offline,Christmas Promo,96,750,0.25,54000.0,32,17280.0
TXN_021517,Amazon Fresh,Canada,Ferrero Rocher 16pc,18-02-2026,Offline,None,169,491,0.0,82979.0,32,26553.28
TXN_021518,Carrefour,UAE,Ferrero Rocher 32pc,17-02-2026,Offline,Valentine Promo,164,708,0.15,98695.2,31,30595.51
TXN_021519,Tesco,UK,Ferrero Rocher 16pc,19-02-2026,Offline,None,242,455,0.0,110110.0,31,34134.1
TXN_021520,Walmart,India,Ferrero Rocher 32pc,16-02-2026,Online,None,196,717,0.0,140532.0,39,54807.48
TXN_021521,Amazon Fresh,USA,Ferrero Rocher 32pc,20-02-2026,Retail,None,250,715,0.0,178750.0,30,53625.0
TXN_021522,Costco,Australia,Ferrero Rocher 16pc,18-02-2026,Wholesale,None,101,451,0.0,45551.0,30,13665.3
TXN_021523,Walmart,Canada,Ferrero Rocher 32pc,21-02-2026,Wholesale,None,51,723,0.0,36873.0,26,9586.98
TXN_021524,Costco,Australia,Ferrero Rocher 24pc,17-02-2026,Offline,None,11,604,0.0,6644.0,31,2059.64
TXN_021525,Amazon Fresh,Singapore,Ferrero Rocher 32pc,21-02-2026,Online,None,141,701,0.0,98841.0,37,36571.17
TXN_021526,Costco,USA,Ferrero Rocher 32pc,19-02-2026,Online,None,150,736,0.0,110400.0,40,44160.0
TXN_021527,Amazon Fresh,UAE,Ferrero Rocher 24pc,18-02-2026,Online,None,168,603,0.0,101304.0,38,38495.52
TXN_021528,Carrefour,Australia,Ferrero Rocher 32pc,18-02-2026,Wholesale,None,122,726,0.0,88572.0,25,22143.0
TXN_021529,Carrefour,UAE,Ferrero Rocher 32pc,20-02-2026,Online,None,185,740,0.0,136900.0,37,50653.0
TXN_021530,Carrefour,USA,Ferrero Rocher 16pc,16-02-2026,Retail,Diwali Promo,64,462,0.15,25132.8,35,8796.48
TXN_021531,Walmart,USA,Ferrero Rocher 32pc,21-02-2026,Retail,None,188,750,0.0,141000.0,32,45120.0
TXN_021532,Tesco,India,Ferrero Rocher 32pc,17-02-2026,Online,None,250,726,0.0,181500.0,36,65340.0
TXN_021533,Tesco,Canada,Ferrero Rocher 24pc,17-02-2026,Retail,None,15,637,0.0,9555.0,33,3153.15
TXN_021534,Tesco,UK,Ferrero Rocher 24pc,20-02-2026,Online,NewYear Sale,87,600,0.2,41760.0,37,15451.2
TXN_021535,Walmart,UAE,Ferrero Rocher T3,17-02-2026,Offline,None,198,122,0.0,24156.0,29,7005.24
TXN_021536,Carrefour,UK,Ferrero Rocher T3,16-02-2026,Retail,None,207,121,0.0,25047.0,31,7764.57
TXN_021537,Carrefour,UK,Ferrero Rocher 32pc,21-02-2026,Retail,None,184,725,0.0,133400.0,34,45356.0
TXN_021538,Carrefour,USA,Ferrero Rocher 24pc,17-02-2026,Online,None,31,608,0.0,18848.0,37,6973.76
TXN_021539,Walmart,Singapore,Ferrero Collection 15pc,18-02-2026,Online,None,53,630,0.0,33390.0,36,12020.4
TXN_021540,Tesco,India,Ferrero Rocher 24pc,17-02-2026,Offline,None,36,610,0.0,21960.0,32,7027.2
TXN_021541,Costco,UAE,Ferrero Rocher 16pc,18-02-2026,Retail,None,107,461,0.0,49327.0,32,15784.64
TXN_021542,Walmart,Australia,Ferrero Rocher 24pc,16-02-2026,Wholesale,None,156,639,0.0,99684.0,28,27911.52
TXN_021543,Costco,India,Ferrero Rocher 24pc,20-02-2026,Online,Buy1Get1,104,619,0.5,32188.0,37,11909.56
TXN_021544,Tesco,Singapore,Ferrero Collection 15pc,17-02-2026,Retail,None,118,628,0.0,74104.0,35,25936.4
TXN_021545,Amazon Fresh,Singapore,Ferrero Collection 15pc,18-02-2026,Offline,Valentine Promo,123,649,0.15,67852.95,29,19677.36
TXN_021546,Costco,Canada,Ferrero Rocher 24pc,21-02-2026,Retail,Valentine Promo,63,636,0.15,34057.8,34,11579.65
TXN_021547,Costco,Singapore,Ferrero Rocher 32pc,20-02-2026,Retail,None,12,720,0.0,8640.0,35,3024.0
TXN_021548,Walmart,USA,Ferrero Rocher 16pc,18-02-2026,Retail,None,250,497,0.0,124250.0,33,41002.5
TXN_021549,Costco,India,Ferrero Rocher 24pc,21-02-2026,Online,None,75,644,0.0,48300.0,40,19320.0
TXN_021550,Tesco,India,Ferrero Rocher 24pc,22-02-2026,Retail,NewYear Sale,142,627,0.2,71227.2,30,21368.16
TXN_021551,Carrefour,UK,Ferrero Rocher 24pc,21-02-2026,Retail,None,240,600,0.0,144000.0,34,48960.0
TXN_021552,Walmart,Australia,Ferrero Rocher 32pc,18-02-2026,Wholesale,NewYear Sale,21,723,0.2,12146.4,26,3158.06
TXN_021553,Walmart,Canada,Ferrero Rocher 24pc,16-02-2026,Online,NewYear Sale,63,618,0.2,31147.2,37,11524.46
TXN_021554,Tesco,USA,Ferrero Rocher 16pc,18-02-2026,Online,None,117,471,0.0,55107.0,40,22042.8
TXN_021555,Tesco,UAE,Ferrero Collection 15pc,20-02-2026,Wholesale,None,53,616,0.0,32648.0,28,9141.44
TXN_021556,Amazon Fresh,India,Ferrero Rocher 16pc,20-02-2026,Retail,Diwali Promo,50,499,0.15,21207.5,31,6574.32
TXN_021557,Amazon Fresh,UK,Ferrero Rocher 32pc,22-02-2026,Online,None,108,734,0.0,79272.0,39,30916.08
TXN_021558,Costco,India,Ferrero Collection 15pc,19-02-2026,Wholesale,Valentine Promo,104,637,0.15,56310.8,29,16330.13
TXN_021559,Walmart,UK,Ferrero Collection 15pc,16-02-2026,Offline,Valentine Promo,250,646,0.15,137275.0,28,38437.0
TXN_021560,Carrefour,Australia,Ferrero Rocher 32pc,19-02-2026,Online,None,178,736,0.0,131008.0,35,45852.8
TXN_021561,Carrefour,UK,Ferrero Rocher 16pc,22-02-2026,Online,None,130,494,0.0,64220.0,39,25045.8
TXN_021562,Amazon Fresh,India,Ferrero Rocher T3,21-02-2026,Retail,None,75,141,0.0,10575.0,32,3384.0
TXN_021563,Amazon Fresh,USA,Ferrero Rocher T3,17-02-2026,Offline,None,178,129,0.0,22962.0,29,6658.98
TXN_021564,Walmart,UK,Ferrero Rocher T3,21-02-2026,Offline,None,250,131,0.0,32750.0,30,9825.0
TXN_021565,Amazon Fresh,USA,Ferrero Rocher 32pc,20-02-2026,Offline,Christmas Promo,69,714,0.25,36949.5,28,10345.86
TXN_021566,Costco,Canada,Ferrero Rocher 32pc,19-02-2026,Online,None,17,747,0.0,12699.0,38,4825.62
TXN_021567,Tesco,UK,Ferrero Rocher 16pc,21-02-2026,Online,Christmas Promo,86,460,0.25,29670.0,37,10977.9
TXN_021568,Walmart,India,Ferrero Rocher T3,21-02-2026,Online,Buy1Get1,250,129,0.5,16125.0,35,5643.75
TXN_021569,Tesco,Australia,Ferrero Rocher T3,20-02-2026,Online,None,144,142,0.0,20448.0,36,7361.28
TXN_021570,Tesco,Canada,Ferrero Rocher 16pc,18-02-2026,Offline,None,49,477,0.0,23373.0,28,6544.44
TXN_021571,Carrefour,Australia,Ferrero Rocher T3,22-02-2026,Online,None,29,142,0.0,4118.0,40,1647.2
TXN_021572,Amazon Fresh,UAE,Ferrero Rocher 24pc,18-02-2026,Wholesale,None,154,639,0.0,98406.0,26,25585.56
TXN_021573,Carrefour,UK,Ferrero Rocher 16pc,22-02-2026,Offline,Valentine Promo,112,478,0.15,45505.6,32,14561.79
TXN_021574,Costco,Canada,Ferrero Rocher T3,19-02-2026,Online,NewYear Sale,183,128,0.2,18739.2,40,7495.68
TXN_021575,Amazon Fresh,Canada,Ferrero Rocher 32pc,20-02-2026,Offline,NewYear Sale,133,746,0.2,79374.4,31,24606.06
TXN_021576,Costco,Canada,Ferrero Rocher 32pc,21-02-2026,Offline,None,197,720,0.0,141840.0,29,41133.6
TXN_021577,Walmart,India,Ferrero Rocher 32pc,16-02-2026,Wholesale,None,234,737,0.0,172458.0,25,43114.5
TXN_021578,Costco,UAE,Ferrero Rocher T3,21-02-2026,Wholesale,None,88,122,0.0,10736.0,26,2791.36
TXN_021579,Walmart,USA,Ferrero Collection 15pc,22-02-2026,Online,None,75,623,0.0,46725.0,39,18222.75
TXN_021580,Walmart,USA,Ferrero Rocher 16pc,22-02-2026,Offline,None,103,452,0.0,46556.0,32,14897.92
TXN_021581,Tesco,India,Ferrero Rocher 16pc,18-02-2026,Retail,NewYear Sale,134,452,0.2,48454.4,30,14536.32
TXN_021582,Costco,UK,Ferrero Rocher 24pc,19-02-2026,Retail,None,93,649,0.0,60357.0,33,19917.81
TXN_021583,Walmart,USA,Ferrero Rocher T3,19-02-2026,Wholesale,None,238,139,0.0,33082.0,25,8270.5
TXN_021584,Tesco,UK,Ferrero Rocher 32pc,21-02-2026,Wholesale,None,196,749,0.0,146804.0,28,41105.12
TXN_021585,Walmart,USA,Ferrero Collection 15pc,20-02-2026,Online,None,250,626,0.0,156500.0,37,57905.0
TXN_021586,Costco,Singapore,Ferrero Rocher 32pc,21-02-2026,Wholesale,None,20,728,0.0,14560.0,28,4076.8
TXN_021587,Carrefour,UAE,Ferrero Rocher 16pc,18-02-2026,Online,None,80,477,0.0,38160.0,36,13737.6
TXN_021588,Carrefour,Australia,Ferrero Collection 15pc,22-02-2026,Online,None,158,646,0.0,102068.0,37,37765.16
TXN_021589,Carrefour,USA,Ferrero Rocher T3,22-02-2026,Wholesale,None,95,129,0.0,12255.0,27,3308.85
TXN_021590,Costco,Australia,Ferrero Rocher 32pc,17-02-2026,Offline,None,47,714,0.0,33558.0,30,10067.4
TXN_021591,Costco,UK,Ferrero Rocher 24pc,20-02-2026,Offline,Valentine Promo,151,610,0.15,78293.5,31,24270.99
TXN_021592,Amazon Fresh,Australia,Ferrero Rocher 16pc,20-02-2026,Retail,NewYear Sale,40,500,0.2,16000.0,34,5440.0
TXN_021593,Walmart,India,Ferrero Rocher 24pc,20-02-2026,Online,None,180,648,0.0,116640.0,38,44323.2
TXN_021594,Amazon Fresh,Singapore,Ferrero Collection 15pc,18-02-2026,Offline,Valentine Promo,162,636,0.15,87577.2,33,28900.48
TXN_021595,Walmart,UAE,Ferrero Collection 15pc,21-02-2026,Online,None,114,613,0.0,69882.0,38,26555.16
TXN_021596,Costco,Canada,Ferrero Collection 15pc,18-02-2026,Online,Buy1Get1,88,628,0.5,27632.0,37,10223.84
TXN_021597,Carrefour,Canada,Ferrero Rocher T3,16-02-2026,Offline,None,125,150,0.0,18750.0,31,5812.5
